ID,Positively charged,Negatively charged,Polarity,Non polarity,Cyclic,Aromaticity,Basicity,Hydrophobicity,Hydrophilicity,Small
993,0.191,0.064,0.404,0.319,0.0,0.085,0.191,0.426,0.213,0.617
994,0.2,0.162,0.088,0.525,0.038,0.012,0.2,0.525,0.262,0.5
995,0.134,0.207,0.195,0.415,0.024,0.061,0.134,0.463,0.207,0.415
996,0.174,0.196,0.043,0.587,0.0,0.0,0.174,0.413,0.174,0.587
997,0.3,0.1,0.2,0.4,0.0,0.1,0.3,0.3,0.3,0.1
998,0.31,0.071,0.262,0.357,0.071,0.119,0.31,0.381,0.381,0.452
999,0.156,0.141,0.219,0.391,0.0,0.078,0.156,0.422,0.25,0.469
1000,0.053,0.158,0.263,0.421,0.158,0.053,0.053,0.316,0.316,0.842
1001,0.228,0.07,0.228,0.439,0.07,0.053,0.228,0.509,0.333,0.509
1002,0.333,0.333,0.111,0.185,0.0,0.074,0.333,0.185,0.37,0.074
1003,0.444,0.0,0.111,0.444,0.0,0.333,0.444,0.444,0.444,0.0
1004,0.262,0.131,0.155,0.429,0.024,0.048,0.262,0.464,0.31,0.464
1005,0.158,0.175,0.14,0.491,0.018,0.088,0.158,0.474,0.211,0.333
1006,0.155,0.099,0.197,0.493,0.028,0.127,0.155,0.577,0.239,0.408
1007,0.099,0.085,0.225,0.577,0.014,0.085,0.099,0.62,0.127,0.521
1008,0.294,0.0,0.157,0.529,0.039,0.059,0.294,0.392,0.353,0.549
1009,0.175,0.162,0.238,0.4,0.05,0.038,0.175,0.562,0.25,0.488
1010,0.116,0.087,0.333,0.406,0.072,0.029,0.116,0.464,0.246,0.493
1011,0.188,0.167,0.271,0.333,0.021,0.125,0.188,0.438,0.25,0.417
1012,0.346,0.038,0.212,0.327,0.058,0.038,0.346,0.442,0.481,0.385
1013,0.283,0.038,0.17,0.415,0.038,0.094,0.283,0.396,0.415,0.472
1014,0.048,0.19,0.143,0.619,0.19,0.19,0.048,0.619,0.238,0.571
1015,0.097,0.043,0.376,0.419,0.043,0.032,0.097,0.484,0.204,0.742
1016,0.164,0.134,0.104,0.582,0.045,0.134,0.164,0.552,0.224,0.463
1017,0.22,0.055,0.253,0.396,0.033,0.11,0.22,0.44,0.33,0.396
1018,0.286,0.0,0.238,0.381,0.0,0.143,0.286,0.476,0.381,0.571
1019,0.167,0.067,0.333,0.4,0.033,0.117,0.167,0.45,0.233,0.567
1020,0.085,0.102,0.356,0.39,0.017,0.068,0.085,0.475,0.169,0.644
1021,0.136,0.062,0.222,0.568,0.0,0.173,0.136,0.593,0.148,0.284
1022,0.108,0.054,0.29,0.441,0.065,0.032,0.108,0.452,0.28,0.656
1023,0.323,0.015,0.231,0.4,0.031,0.077,0.323,0.415,0.385,0.369
1024,0.216,0.122,0.311,0.311,0.041,0.081,0.216,0.392,0.297,0.514
1025,0.071,0.25,0.179,0.429,0.012,0.06,0.071,0.381,0.155,0.417
1026,0.071,0.061,0.283,0.505,0.061,0.232,0.071,0.495,0.212,0.566
1027,0.137,0.151,0.192,0.507,0.0,0.055,0.137,0.466,0.151,0.466
1028,0.129,0.057,0.243,0.514,0.043,0.129,0.129,0.6,0.229,0.471
1029,0.429,0.095,0.238,0.143,0.0,0.19,0.429,0.095,0.524,0.286
1030,0.216,0.059,0.157,0.549,0.039,0.118,0.216,0.451,0.275,0.412
1031,0.176,0.02,0.353,0.353,0.059,0.078,0.176,0.471,0.333,0.549
1032,0.121,0.076,0.242,0.5,0.045,0.061,0.121,0.47,0.227,0.455
1033,0.2,0.062,0.246,0.477,0.062,0.123,0.2,0.615,0.277,0.431
1034,0.171,0.132,0.171,0.487,0.0,0.066,0.171,0.487,0.211,0.421
1035,0.152,0.061,0.273,0.485,0.045,0.076,0.152,0.561,0.227,0.485
1036,0.255,0.064,0.404,0.255,0.021,0.085,0.255,0.383,0.298,0.574
1037,0.15,0.15,0.175,0.462,0.038,0.088,0.15,0.438,0.25,0.488
1038,0.184,0.051,0.214,0.429,0.02,0.184,0.184,0.49,0.327,0.357
1039,0.0,0.0,0.455,0.364,0.0,0.182,0.0,0.636,0.182,0.636
1040,0.067,0.133,0.467,0.333,0.067,0.067,0.067,0.4,0.133,0.2
1041,0.333,0.0,0.111,0.556,0.111,0.0,0.333,0.556,0.444,0.333
1042,0.176,0.081,0.243,0.432,0.027,0.014,0.176,0.473,0.27,0.581
1043,0.062,0.0,0.594,0.344,0.062,0.031,0.062,0.75,0.125,0.844
1044,0.091,0.114,0.523,0.227,0.023,0.023,0.091,0.318,0.159,0.409
1045,0.182,0.045,0.273,0.364,0.045,0.068,0.182,0.409,0.364,0.591
1046,0.133,0.0,0.4,0.4,0.067,0.2,0.133,0.533,0.267,0.6
1047,0.089,0.089,0.304,0.482,0.036,0.196,0.089,0.589,0.161,0.482
1048,0.167,0.045,0.318,0.379,0.0,0.152,0.167,0.364,0.258,0.591
1049,0.174,0.109,0.391,0.304,0.022,0.087,0.174,0.478,0.217,0.652
1050,0.151,0.172,0.226,0.441,0.043,0.086,0.151,0.43,0.204,0.344
1051,0.205,0.164,0.164,0.425,0.055,0.041,0.205,0.466,0.301,0.356
1052,0.216,0.039,0.333,0.353,0.039,0.098,0.216,0.549,0.314,0.588
1053,0.054,0.339,0.161,0.393,0.018,0.089,0.054,0.446,0.125,0.393
1054,0.254,0.016,0.286,0.365,0.0,0.063,0.254,0.444,0.333,0.429
1055,0.263,0.0,0.316,0.368,0.053,0.158,0.263,0.474,0.368,0.526
1056,0.22,0.085,0.169,0.508,0.034,0.017,0.22,0.508,0.271,0.441
1057,0.1,0.017,0.167,0.7,0.0,0.067,0.1,0.667,0.117,0.567
1058,0.24,0.06,0.32,0.28,0.0,0.1,0.24,0.42,0.34,0.58
1059,0.13,0.117,0.247,0.481,0.039,0.13,0.13,0.597,0.195,0.429
1060,0.266,0.172,0.125,0.422,0.031,0.047,0.266,0.469,0.312,0.312
1061,0.18,0.115,0.23,0.426,0.033,0.098,0.18,0.475,0.262,0.525
1062,0.105,0.158,0.316,0.368,0.0,0.053,0.105,0.474,0.158,0.368
1063,0.278,0.056,0.306,0.333,0.028,0.111,0.278,0.333,0.333,0.556
1064,0.093,0.116,0.419,0.279,0.047,0.07,0.093,0.372,0.233,0.651
1065,0.346,0.0,0.25,0.308,0.019,0.077,0.346,0.385,0.462,0.462
1066,0.208,0.083,0.167,0.5,0.0,0.0,0.208,0.458,0.25,0.25
1067,0.096,0.115,0.308,0.462,0.058,0.096,0.096,0.442,0.173,0.615
1068,0.25,0.0,0.0,0.75,0.062,0.0,0.25,0.75,0.312,0.375
1069,0.239,0.0,0.022,0.739,0.435,0.152,0.239,0.696,0.674,0.478
1070,0.15,0.0,0.1,0.75,0.1,0.15,0.15,0.8,0.25,0.3
1071,0.078,0.0,0.196,0.725,0.078,0.294,0.078,0.196,0.157,0.608
1072,0.188,0.153,0.2,0.424,0.035,0.012,0.188,0.447,0.259,0.494
1073,0.172,0.118,0.301,0.409,0.054,0.065,0.172,0.516,0.226,0.527
1074,0.212,0.129,0.2,0.424,0.012,0.094,0.212,0.447,0.259,0.353
1075,0.2,0.0,0.2,0.6,0.0,0.1,0.2,0.65,0.2,0.55
1076,0.474,0.053,0.053,0.368,0.0,0.053,0.474,0.316,0.526,0.105
1077,0.152,0.087,0.304,0.435,0.0,0.087,0.152,0.543,0.174,0.565
1078,0.16,0.0,0.24,0.56,0.0,0.12,0.16,0.56,0.2,0.52
1079,0.231,0.0,0.308,0.385,0.077,0.154,0.231,0.462,0.385,0.615
1080,0.136,0.045,0.045,0.773,0.045,0.0,0.136,0.545,0.182,0.5
1081,0.241,0.121,0.328,0.259,0.017,0.069,0.241,0.345,0.31,0.569
1082,0.093,0.074,0.278,0.5,0.019,0.13,0.093,0.574,0.167,0.537
1083,0.125,0.083,0.319,0.403,0.069,0.083,0.125,0.569,0.264,0.611
1084,0.163,0.047,0.279,0.465,0.0,0.0,0.163,0.535,0.209,0.605
1085,0.425,0.025,0.2,0.325,0.0,0.0,0.425,0.325,0.45,0.4
1086,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.167
1087,0.25,0.083,0.25,0.354,0.042,0.042,0.25,0.458,0.354,0.458
1088,0.5,0.0,0.0,0.5,0.0,0.083,0.5,0.5,0.5,0.25
1089,0.2,0.057,0.243,0.457,0.057,0.1,0.2,0.529,0.3,0.443
1090,0.24,0.06,0.3,0.28,0.0,0.12,0.24,0.4,0.36,0.56
1091,0.194,0.145,0.242,0.371,0.065,0.048,0.194,0.403,0.306,0.548
1092,0.213,0.064,0.404,0.298,0.0,0.085,0.213,0.404,0.234,0.596
1093,0.097,0.065,0.258,0.532,0.048,0.145,0.097,0.645,0.194,0.532
1094,0.279,0.128,0.174,0.395,0.023,0.07,0.279,0.419,0.326,0.43
1095,0.135,0.062,0.25,0.49,0.031,0.073,0.135,0.583,0.229,0.583
1096,0.244,0.064,0.192,0.449,0.038,0.051,0.244,0.5,0.333,0.449
1097,0.231,0.0,0.0,0.769,0.231,0.308,0.231,0.769,0.462,0.231
1098,0.167,0.156,0.144,0.522,0.044,0.067,0.167,0.478,0.222,0.422
1099,0.034,0.102,0.322,0.525,0.068,0.119,0.034,0.644,0.119,0.492
1100,0.191,0.079,0.236,0.461,0.034,0.034,0.191,0.494,0.258,0.472
1101,0.094,0.224,0.224,0.388,0.082,0.082,0.094,0.494,0.247,0.518
1102,0.116,0.063,0.347,0.379,0.095,0.063,0.116,0.389,0.305,0.758
1103,0.667,0.0,0.111,0.222,0.0,0.111,0.667,0.111,0.667,0.222
1104,0.184,0.026,0.184,0.579,0.0,0.026,0.184,0.342,0.211,0.474
1105,0.275,0.029,0.261,0.362,0.058,0.058,0.275,0.464,0.406,0.58
1106,0.136,0.159,0.159,0.5,0.045,0.091,0.136,0.591,0.227,0.591
1107,0.375,0.0,0.0,0.625,0.0,0.25,0.375,0.625,0.375,0.125
1108,0.22,0.06,0.34,0.3,0.0,0.1,0.22,0.44,0.3,0.6
1109,0.189,0.027,0.189,0.568,0.0,0.081,0.189,0.486,0.216,0.541
1110,0.264,0.11,0.187,0.429,0.044,0.088,0.264,0.44,0.319,0.462
1111,0.209,0.14,0.14,0.477,0.047,0.07,0.209,0.523,0.291,0.419
1112,0.327,0.041,0.265,0.347,0.02,0.071,0.327,0.378,0.367,0.408
1113,0.185,0.037,0.278,0.426,0.0,0.148,0.185,0.444,0.259,0.481
1114,0.328,0.062,0.141,0.438,0.031,0.016,0.328,0.375,0.391,0.453
1115,0.182,0.145,0.291,0.345,0.036,0.073,0.182,0.491,0.255,0.545
1116,0.294,0.094,0.141,0.424,0.024,0.047,0.294,0.435,0.365,0.424
1117,0.346,0.019,0.192,0.385,0.058,0.038,0.346,0.442,0.462,0.365
1118,0.226,0.032,0.161,0.516,0.194,0.161,0.226,0.613,0.484,0.548
1119,0.12,0.04,0.32,0.52,0.16,0.04,0.12,0.6,0.28,0.64
1120,0.115,0.082,0.262,0.475,0.033,0.131,0.115,0.508,0.213,0.574
1121,0.155,0.086,0.138,0.569,0.052,0.069,0.155,0.379,0.259,0.483
1122,0.304,0.036,0.214,0.411,0.054,0.071,0.304,0.482,0.393,0.5
1123,0.188,0.062,0.328,0.406,0.031,0.078,0.188,0.531,0.234,0.578
1124,0.329,0.063,0.215,0.354,0.025,0.101,0.329,0.418,0.392,0.443
1125,0.151,0.113,0.321,0.396,0.038,0.094,0.151,0.472,0.208,0.585
1126,0.293,0.146,0.146,0.39,0.024,0.049,0.293,0.341,0.341,0.268
1127,0.214,0.095,0.262,0.405,0.095,0.048,0.214,0.548,0.333,0.5
1128,0.2,0.0,0.2,0.6,0.0,0.1,0.2,0.65,0.2,0.55
1129,0.234,0.085,0.34,0.319,0.043,0.043,0.234,0.574,0.298,0.596
1130,0.224,0.0,0.299,0.418,0.015,0.0,0.224,0.104,0.299,0.761
1131,0.271,0.106,0.2,0.376,0.024,0.059,0.271,0.424,0.341,0.412
1132,0.071,0.071,0.2,0.586,0.014,0.071,0.071,0.657,0.157,0.543
1133,0.292,0.077,0.246,0.338,0.015,0.046,0.292,0.385,0.354,0.431
1134,0.214,0.0,0.071,0.643,0.0,0.071,0.214,0.571,0.286,0.286
1135,0.261,0.065,0.217,0.413,0.13,0.0,0.261,0.478,0.435,0.587
1136,0.224,0.103,0.19,0.431,0.017,0.0,0.224,0.466,0.293,0.483
1137,0.292,0.045,0.169,0.472,0.022,0.079,0.292,0.449,0.337,0.416
1138,0.22,0.08,0.28,0.3,0.0,0.12,0.22,0.4,0.34,0.58
1139,0.125,0.25,0.214,0.375,0.018,0.107,0.125,0.411,0.179,0.321
1140,0.444,0.0,0.056,0.5,0.0,0.056,0.444,0.444,0.444,0.167
1141,0.171,0.195,0.049,0.585,0.0,0.0,0.171,0.415,0.171,0.634
1142,0.333,0.0,0.222,0.444,0.0,0.222,0.333,0.444,0.333,0.111
1143,0.189,0.17,0.245,0.377,0.019,0.113,0.189,0.415,0.226,0.415
1144,0.12,0.12,0.32,0.4,0.0,0.12,0.12,0.36,0.16,0.72
1145,0.167,0.056,0.347,0.417,0.028,0.083,0.167,0.556,0.208,0.583
1146,0.276,0.103,0.328,0.241,0.017,0.069,0.276,0.328,0.345,0.552
1147,0.5,0.0,0.0,0.5,0.0,0.25,0.5,0.5,0.5,0.25
1148,0.24,0.06,0.32,0.28,0.0,0.12,0.24,0.4,0.34,0.56
1149,0.245,0.075,0.283,0.34,0.019,0.113,0.245,0.415,0.321,0.566
1150,0.171,0.061,0.317,0.439,0.049,0.049,0.171,0.561,0.232,0.573
1151,0.188,0.043,0.261,0.435,0.058,0.0,0.188,0.493,0.319,0.478
1152,0.5,0.0,0.0,0.5,0.0,0.25,0.5,0.5,0.5,0.25
1153,0.262,0.071,0.226,0.405,0.048,0.048,0.262,0.488,0.345,0.488
1154,0.099,0.099,0.198,0.527,0.033,0.121,0.099,0.505,0.209,0.505
1155,0.158,0.063,0.284,0.463,0.053,0.042,0.158,0.558,0.242,0.632
1156,0.091,0.065,0.325,0.494,0.052,0.104,0.091,0.623,0.169,0.623
1157,0.16,0.085,0.266,0.436,0.011,0.085,0.16,0.521,0.223,0.511
1158,0.161,0.089,0.196,0.536,0.018,0.125,0.161,0.661,0.196,0.446
1159,0.115,0.082,0.41,0.393,0.066,0.082,0.115,0.525,0.18,0.607
1160,0.0,0.5,0.125,0.375,0.125,0.0,0.0,0.375,0.125,0.5
1161,0.378,0.027,0.243,0.324,0.0,0.0,0.378,0.378,0.405,0.405
1162,0.271,0.106,0.2,0.376,0.024,0.059,0.271,0.4,0.341,0.376
1163,0.308,0.0,0.0,0.692,0.231,0.385,0.308,0.692,0.538,0.231
1164,0.14,0.047,0.256,0.512,0.0,0.047,0.14,0.488,0.186,0.302
1165,0.107,0.083,0.321,0.452,0.036,0.071,0.107,0.548,0.179,0.595
1166,0.155,0.103,0.345,0.397,0.069,0.155,0.155,0.534,0.224,0.586
1167,0.217,0.117,0.233,0.417,0.133,0.133,0.217,0.517,0.367,0.483
1168,0.176,0.02,0.314,0.392,0.059,0.098,0.176,0.451,0.333,0.569
1169,0.159,0.057,0.284,0.466,0.034,0.08,0.159,0.545,0.227,0.591
1170,0.161,0.161,0.268,0.411,0.054,0.089,0.161,0.482,0.214,0.482
1171,0.056,0.167,0.389,0.333,0.0,0.0,0.056,0.333,0.111,0.278
1172,0.075,0.0,0.225,0.6,0.075,0.1,0.075,0.625,0.25,0.725
1173,0.25,0.1,0.19,0.4,0.04,0.05,0.25,0.4,0.35,0.39
1174,0.227,0.103,0.268,0.361,0.031,0.093,0.227,0.423,0.299,0.443
1175,0.173,0.123,0.222,0.432,0.012,0.074,0.173,0.432,0.235,0.506
1176,0.222,0.0,0.444,0.333,0.111,0.222,0.222,0.667,0.333,0.444
1177,0.207,0.11,0.11,0.524,0.024,0.073,0.207,0.488,0.28,0.5
1178,0.444,0.0,0.0,0.556,0.056,0.222,0.444,0.556,0.5,0.111
1179,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.75,0.25,0.417
1180,0.327,0.061,0.204,0.367,0.02,0.0,0.327,0.388,0.388,0.469
1181,0.16,0.0,0.28,0.52,0.0,0.12,0.16,0.52,0.2,0.52
1182,0.137,0.105,0.221,0.442,0.032,0.126,0.137,0.463,0.263,0.495
1183,0.194,0.086,0.194,0.495,0.022,0.097,0.194,0.452,0.247,0.409
1184,0.097,0.226,0.226,0.355,0.0,0.129,0.097,0.355,0.194,0.258
1185,0.591,0.045,0.091,0.273,0.0,0.136,0.591,0.273,0.591,0.091
1186,0.242,0.136,0.152,0.394,0.015,0.045,0.242,0.424,0.333,0.348
1187,0.609,0.087,0.13,0.174,0.0,0.087,0.609,0.087,0.609,0.261
1188,0.121,0.138,0.224,0.448,0.052,0.069,0.121,0.5,0.241,0.621
1189,0.238,0.127,0.381,0.238,0.032,0.079,0.238,0.429,0.286,0.492
1190,0.438,0.0,0.062,0.438,0.0,0.062,0.438,0.375,0.5,0.125
1191,0.083,0.104,0.24,0.531,0.052,0.062,0.083,0.573,0.177,0.615
1192,0.213,0.149,0.34,0.234,0.021,0.064,0.213,0.447,0.298,0.617
1193,0.159,0.148,0.205,0.455,0.057,0.034,0.159,0.432,0.25,0.568
1194,0.17,0.17,0.25,0.386,0.102,0.057,0.17,0.432,0.295,0.58
1195,0.021,0.17,0.319,0.468,0.191,0.043,0.021,0.681,0.234,0.681
1196,0.18,0.131,0.344,0.311,0.016,0.082,0.18,0.443,0.23,0.607
1197,0.216,0.072,0.268,0.371,0.021,0.072,0.216,0.433,0.309,0.464
1198,0.129,0.145,0.387,0.274,0.032,0.081,0.129,0.387,0.226,0.581
1199,0.106,0.17,0.277,0.426,0.043,0.128,0.106,0.553,0.17,0.532
1200,0.196,0.087,0.109,0.565,0.0,0.022,0.196,0.457,0.239,0.5
1201,0.113,0.081,0.226,0.468,0.032,0.065,0.113,0.355,0.258,0.645
1202,0.253,0.066,0.154,0.44,0.044,0.055,0.253,0.473,0.385,0.44
1203,0.241,0.034,0.414,0.276,0.0,0.103,0.241,0.483,0.276,0.586
1204,0.167,0.05,0.233,0.5,0.083,0.1,0.167,0.567,0.3,0.467
1205,0.106,0.149,0.319,0.383,0.064,0.106,0.106,0.511,0.213,0.511
1206,0.101,0.13,0.203,0.551,0.058,0.145,0.101,0.623,0.174,0.391
1207,0.243,0.108,0.135,0.486,0.027,0.081,0.243,0.486,0.297,0.459
1208,0.089,0.036,0.268,0.607,0.036,0.125,0.089,0.643,0.125,0.571
1209,0.117,0.15,0.283,0.417,0.033,0.067,0.117,0.517,0.183,0.583
1210,0.104,0.115,0.156,0.562,0.01,0.062,0.104,0.615,0.177,0.521
1211,0.121,0.03,0.242,0.515,0.0,0.061,0.121,0.576,0.212,0.606
1212,0.145,0.065,0.274,0.5,0.048,0.097,0.145,0.597,0.21,0.484
1213,0.069,0.069,0.25,0.569,0.083,0.111,0.069,0.722,0.194,0.472
1214,0.0,0.0,0.5,0.5,0.167,0.333,0.0,0.833,0.167,0.5
1215,0.417,0.0,0.0,0.583,0.0,0.0,0.417,0.583,0.417,0.333
1216,0.333,0.0,0.0,0.667,0.083,0.0,0.333,0.667,0.417,0.417
1217,0.243,0.054,0.162,0.514,0.054,0.135,0.243,0.405,0.324,0.486
1218,0.033,0.011,0.211,0.7,0.011,0.144,0.033,0.7,0.089,0.511
1219,0.347,0.122,0.163,0.306,0.02,0.061,0.347,0.347,0.429,0.286
1220,0.273,0.114,0.159,0.432,0.023,0.045,0.273,0.5,0.318,0.409
1221,0.173,0.058,0.346,0.365,0.038,0.135,0.173,0.385,0.269,0.481
1222,0.309,0.109,0.218,0.291,0.055,0.036,0.309,0.418,0.436,0.473
1223,0.351,0.027,0.189,0.405,0.027,0.0,0.351,0.432,0.405,0.378
1224,0.171,0.029,0.2,0.514,0.029,0.2,0.171,0.486,0.286,0.371
1225,0.127,0.143,0.27,0.413,0.063,0.127,0.127,0.46,0.238,0.587
1226,0.333,0.0,0.0,0.667,0.0,0.0,0.333,0.583,0.333,0.5
1227,0.145,0.145,0.236,0.418,0.018,0.091,0.145,0.509,0.218,0.382
1228,0.143,0.175,0.222,0.397,0.016,0.143,0.143,0.397,0.222,0.413
1229,0.196,0.02,0.333,0.353,0.059,0.098,0.196,0.471,0.353,0.529
1230,0.171,0.029,0.143,0.629,0.0,0.114,0.171,0.0,0.2,0.686
1231,0.362,0.0,0.17,0.404,0.021,0.043,0.362,0.404,0.447,0.447
1232,0.159,0.148,0.25,0.42,0.102,0.045,0.159,0.432,0.284,0.625
1233,0.19,0.11,0.13,0.54,0.06,0.05,0.19,0.55,0.28,0.48
1234,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.667,0.25,0.5
1235,0.143,0.057,0.257,0.457,0.057,0.071,0.143,0.529,0.286,0.543
1236,0.141,0.109,0.25,0.406,0.062,0.125,0.141,0.469,0.297,0.609
1237,0.037,0.049,0.183,0.72,0.049,0.061,0.037,0.659,0.098,0.598
1238,0.447,0.021,0.106,0.426,0.043,0.021,0.447,0.383,0.489,0.319
1239,0.378,0.027,0.216,0.351,0.027,0.0,0.378,0.432,0.432,0.297
1240,0.4,0.022,0.178,0.333,0.022,0.044,0.4,0.311,0.489,0.378
1241,0.125,0.089,0.411,0.304,0.054,0.071,0.125,0.482,0.25,0.589
1242,0.297,0.016,0.25,0.406,0.047,0.031,0.297,0.359,0.375,0.406
1243,0.333,0.051,0.205,0.385,0.026,0.077,0.333,0.41,0.385,0.423
1244,0.333,0.067,0.267,0.267,0.0,0.0,0.333,0.333,0.4,0.4
1245,0.2,0.077,0.154,0.477,0.031,0.077,0.2,0.492,0.323,0.492
1246,0.189,0.105,0.147,0.505,0.042,0.074,0.189,0.463,0.284,0.463
1247,0.06,0.119,0.269,0.522,0.045,0.119,0.06,0.657,0.134,0.522
1248,0.121,0.03,0.212,0.545,0.0,0.0,0.121,0.576,0.212,0.636
1249,0.155,0.031,0.361,0.423,0.093,0.093,0.155,0.567,0.278,0.588
1250,0.235,0.094,0.176,0.459,0.047,0.082,0.235,0.447,0.318,0.412
1251,0.417,0.0,0.083,0.5,0.0,0.083,0.417,0.5,0.417,0.333
1252,0.158,0.053,0.329,0.447,0.026,0.118,0.158,0.539,0.197,0.566
1253,0.333,0.021,0.25,0.375,0.021,0.062,0.333,0.417,0.375,0.375
1254,0.263,0.026,0.079,0.579,0.026,0.026,0.263,0.421,0.342,0.5
1255,0.138,0.138,0.172,0.552,0.017,0.138,0.138,0.621,0.155,0.397
1256,0.383,0.021,0.106,0.447,0.043,0.043,0.383,0.447,0.468,0.447
1257,0.355,0.113,0.161,0.355,0.016,0.065,0.355,0.371,0.387,0.29
1258,0.529,0.059,0.059,0.235,0.0,0.0,0.529,0.294,0.647,0.353
1259,0.364,0.0,0.205,0.409,0.023,0.045,0.364,0.409,0.409,0.432
1260,0.091,0.182,0.0,0.636,0.182,0.091,0.091,0.545,0.364,0.455
1261,0.315,0.033,0.272,0.337,0.043,0.076,0.315,0.402,0.402,0.511
1262,0.417,0.0,0.083,0.5,0.0,0.417,0.417,0.417,0.417,0.167
1263,0.255,0.106,0.17,0.404,0.043,0.085,0.255,0.383,0.362,0.468
1264,0.279,0.033,0.213,0.475,0.049,0.082,0.279,0.475,0.328,0.426
1265,0.186,0.186,0.07,0.558,0.0,0.0,0.186,0.372,0.186,0.605
1266,0.295,0.033,0.18,0.443,0.066,0.049,0.295,0.377,0.41,0.475
1267,0.127,0.099,0.254,0.507,0.014,0.085,0.127,0.549,0.155,0.521
1268,0.204,0.082,0.327,0.367,0.082,0.041,0.204,0.592,0.306,0.571
1269,0.152,0.174,0.217,0.37,0.011,0.141,0.152,0.38,0.25,0.424
1270,0.217,0.108,0.217,0.446,0.036,0.012,0.217,0.518,0.265,0.434
1271,0.228,0.076,0.196,0.478,0.043,0.076,0.228,0.489,0.293,0.478
1272,0.194,0.075,0.183,0.505,0.043,0.108,0.194,0.484,0.28,0.419
1273,0.102,0.163,0.408,0.286,0.041,0.122,0.102,0.449,0.184,0.633
1274,0.35,0.025,0.225,0.375,0.0,0.0,0.35,0.375,0.375,0.425
1275,0.37,0.022,0.196,0.391,0.022,0.022,0.37,0.348,0.413,0.37
1276,0.261,0.054,0.174,0.489,0.043,0.054,0.261,0.511,0.326,0.446
1277,0.25,0.0,0.0,0.75,0.0,0.0,0.25,0.667,0.25,0.333
1278,0.174,0.043,0.391,0.326,0.065,0.065,0.174,0.457,0.304,0.652
1279,0.065,0.0,0.13,0.739,0.043,0.022,0.065,0.5,0.174,0.674
1280,0.328,0.033,0.23,0.41,0.049,0.115,0.328,0.459,0.377,0.344
1281,0.182,0.034,0.239,0.5,0.045,0.114,0.182,0.5,0.273,0.489
1282,0.219,0.0,0.344,0.406,0.031,0.062,0.219,0.469,0.281,0.531
1283,0.12,0.12,0.34,0.4,0.08,0.12,0.12,0.54,0.22,0.6
1284,0.138,0.138,0.241,0.414,0.034,0.086,0.138,0.414,0.241,0.517
1285,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.0
1286,0.196,0.118,0.275,0.392,0.02,0.098,0.196,0.451,0.235,0.471
1287,0.28,0.1,0.15,0.46,0.02,0.06,0.28,0.43,0.31,0.33
1288,0.25,0.062,0.406,0.25,0.0,0.094,0.25,0.438,0.281,0.594
1289,0.096,0.032,0.34,0.5,0.085,0.043,0.096,0.67,0.213,0.66
1290,0.244,0.111,0.144,0.433,0.011,0.033,0.244,0.456,0.322,0.367
1291,0.322,0.1,0.122,0.411,0.0,0.089,0.322,0.344,0.367,0.278
1292,0.242,0.044,0.297,0.418,0.0,0.066,0.242,0.473,0.242,0.538
1293,0.444,0.0,0.056,0.5,0.0,0.056,0.444,0.278,0.444,0.333
1294,0.146,0.073,0.22,0.512,0.0,0.049,0.146,0.488,0.195,0.341
1295,0.22,0.06,0.28,0.3,0.0,0.12,0.22,0.42,0.36,0.58
1296,0.131,0.107,0.25,0.452,0.024,0.107,0.131,0.476,0.214,0.56
1297,0.13,0.022,0.37,0.391,0.065,0.043,0.13,0.565,0.283,0.674
1298,0.247,0.106,0.188,0.435,0.035,0.094,0.247,0.459,0.306,0.388
1299,0.23,0.13,0.13,0.48,0.01,0.04,0.23,0.47,0.27,0.46
1300,0.18,0.082,0.41,0.311,0.049,0.066,0.18,0.525,0.246,0.623
1301,0.094,0.151,0.208,0.453,0.057,0.094,0.094,0.453,0.245,0.528
1302,0.22,0.06,0.3,0.3,0.0,0.12,0.22,0.42,0.34,0.58
1303,0.261,0.102,0.205,0.42,0.0,0.045,0.261,0.432,0.273,0.398
1304,0.125,0.104,0.354,0.333,0.042,0.125,0.125,0.333,0.25,0.542
1305,0.273,0.055,0.236,0.364,0.018,0.127,0.273,0.364,0.364,0.436
1306,0.306,0.059,0.176,0.412,0.024,0.059,0.306,0.447,0.376,0.412
1307,0.138,0.16,0.17,0.521,0.043,0.16,0.138,0.5,0.191,0.489
1308,0.114,0.043,0.214,0.543,0.029,0.1,0.114,0.571,0.229,0.571
1309,0.18,0.02,0.34,0.36,0.04,0.1,0.18,0.46,0.32,0.56
1310,0.333,0.0,0.267,0.333,0.0,0.067,0.333,0.333,0.4,0.467
1311,0.0,0.0,0.5,0.5,0.167,0.333,0.0,0.833,0.167,0.5
1312,0.302,0.075,0.264,0.283,0.019,0.113,0.302,0.377,0.396,0.509
1313,0.0,0.0,0.167,0.833,0.0,0.333,0.0,0.833,0.0,0.333
1314,0.265,0.147,0.088,0.5,0.0,0.088,0.265,0.353,0.265,0.206
1315,0.333,0.0,0.111,0.556,0.0,0.111,0.333,0.667,0.333,0.111
1316,0.176,0.02,0.333,0.373,0.059,0.118,0.176,0.471,0.333,0.549
